movie_id,movie_title,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,title_clean,overview,vote_average,popularity,release_date,poster_url,quality,release_year_val,recency,novelty
316,As Good As It Gets (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,as good as it gets,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",7.2,37.885022,1997-12-19,,0.8035714285714285,1997.0,0.7682926829268304,0.21787907384356595
317,In the Name of the Father (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,in the name of the father,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
318,Schindler's List (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,schindler's list,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,8.3,104.469351,1993-11-29,,0.9999999999999999,1993.0,0.7195121951219505,0.04704408171875149
319,Everyone Says I Love You (1996),0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,everyone says i love you,A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.,6.5,12.379781,1996-12-06,,0.6785714285714285,1996.0,0.7560975609756113,0.4062555945902894
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,paradise lost: the child murders at robin hood hills,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
321,Mother (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mother,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
322,Murder at 1600 (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,murder at 1600,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
323,Dante's Peak (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,dante's peak,"Volcanologist Harry Dalton comes to the sleepy town of Dante's Peak to investigate the recent rumblings of the dormant volcano the burg is named for. Before long, his worst fears are realized when a massive eruption hits, and immediately, Harry, the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare.",5.7,16.90444,1997-02-07,,0.5357142857142857,1997.0,0.7682926829268304,0.3537907267402587
324,Lost Highway (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,lost highway,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
325,Crash (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,crash,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",7.2,28.223163,2004-01-13,,0.8035714285714285,2004.0,0.8536585365853675,0.26746413849896244
326,G.I. Jane (1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,g.i. jane,A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,6.0,19.434672,1997-08-22,,0.5892857142857141,1997.0,0.7682926829268304,0.3302990768444642
327,Cop Land (1997),0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,cop land,"Freddy Heflin is the sheriff of a place everyone calls “Cop Land” — a small and seemingly peaceful town populated by the big city police officers he’s long admired. Yet something ugly is taking place behind the town’s peaceful facade. And when Freddy uncovers a massive, deadly conspiracy among these local residents, he is forced to take action and make a dangerous choice between protecting his idols and upholding the law.",6.6,19.284129,1997-08-15,,0.6964285714285713,1997.0,0.7682926829268304,0.3316087563369399
328,Conspiracy Theory (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,conspiracy theory,"A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.",6.5,22.179658,1997-08-07,,0.6785714285714285,1997.0,0.7682926829268304,0.30804792640297535
329,Desperate Measures (1998),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,desperate measures,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
330,187 (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,187,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
331,"Edge, The (1997)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"edge, the",,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
332,Kiss the Girls (1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,kiss the girls,"Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.",6.2,18.913,1997-10-03,,0.6249999999999999,1997.0,0.7682926829268304,0.3348816508599889
333,"Game, The (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"game, the",,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
334,U Turn (1997),0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,u turn,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
335,How to Be a Player (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,how to be a player,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
336,Playing God (1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,playing god,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
337,"House of Yes, The (1997)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"house of yes, the",,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
338,Bean (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bean,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
339,Mad City (1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,mad city,A misguided museum guard who loses his job and then tries to get it back at gunpoint is thrown into the fierce world of ratings-driven TV gone mad.,5.9,3.314004,1997-11-07,,0.5714285714285715,1997.0,0.7682926829268304,0.6282178265692412
340,Boogie Nights (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,boogie nights,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",7.5,19.85579,1997-09-11,,0.8571428571428571,1997.0,0.7682926829268304,0.3266886589502212
341,Critical Care (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,critical care,"Werner Ernst is a young hospital resident who becomes embroiled in a legal battle between two half-sisters who are fighting over the care of their comatose father. But are they really fighting over their father's care, or over his $10 million estate? Meanwhile, Werner must contend with his nutty supervisor, who insists that he only care for patients with full insurance. Can Werner sidestep the hospital's legal team and do what's best for the patient?",6.1,2.678715,1997-10-31,,0.6071428571428569,1997.0,0.7682926829268304,0.6640609991778714
342,"Man Who Knew Too Little, The (1997)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"man who knew too little, the",,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
343,Alien: Resurrection (1997),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,alien: resurrection,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.",5.9,37.44963,1997-11-12,,0.5714285714285715,1997.0,0.7682926829268304,0.21982584394620402
344,"Apostle, The (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"apostle, the",,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
345,Deconstructing Harry (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,deconstructing harry,"This film tells the story of a successful writer called Harry Block, played by Allen himself, who draws inspiration from people he knows in real-life, and from events that happened to him, sometimes causing these people to become alienated from him as a result.",7.3,11.352693,1997-08-26,,0.8214285714285713,1997.0,0.7682926829268304,0.42084239939587115
346,Jackie Brown (1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,jackie brown,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan—with help from a bail bondsman—to keep the money for herself. Based on Elmore Leonard's novel “Rum Punch”.",7.3,40.631671,1997-12-24,,0.8214285714285713,1997.0,0.7682926829268304,0.20609100716256148
347,Wag the Dog (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,wag the dog,"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.",6.7,13.581966,1997-12-25,,0.7142857142857143,1997.0,0.7682926829268304,0.39064669586618483
348,Desperate Measures (1998),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,desperate measures,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
349,Hard Rain (1998),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,hard rain,"Get swept up in the action as an armored car driver (Christian Slater) tries to elude a gang of thieves (led by Morgan Freeman) while a flood ravages the countryside. Hard Rain is ""a wild, thrilling, chilling action ride"" filled with close calls, uncertain loyalties and heart-stopping heroics.",5.5,10.930537,1998-01-16,,0.4999999999999999,1998.0,0.7804878048780495,0.4272246074771204
350,Fallen (1998),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fallen,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
351,"Prophecy II, The (1998)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"prophecy ii, the",,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
352,Spice World (1997),0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,spice world,"The film follows the Spice Girls and their entourage (mostly fictional characters) - manager Clifford, his assistant Deborah, filmmaker Piers (who is trying to shoot a documentary on ""the real Spice Girls"") and others in their everyday life.",4.7,6.889437,1997-12-19,,0.3571428571428571,1997.0,0.7682926829268304,0.5049624971402784
353,Deep Rising (1998),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,deep rising,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first.",6.0,6.513856,1998-01-30,,0.5892857142857141,1998.0,0.7804878048780495,0.5144037575840104
354,"Wedding Singer, The (1998)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"wedding singer, the",,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
355,Sphere (1998),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,sphere,"The OSSA discovers a spacecraft thought to be at least 300 years old at the bottom of the ocean. Immediately following the discovery, they decide to send a team down to the depths of the ocean to study the space craft.They are the best of best, smart and logical, and the perfect choice to learn more about the spacecraft.",5.8,18.65988,1998-02-13,,0.5535714285714285,1998.0,0.7804878048780495,0.33715090281824234
356,"Client, The (1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"client, the",,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
357,One Flew Over the Cuckoo's Nest (1975),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,one flew over the cuckoo's nest,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",8.2,127.525581,1975-11-18,,0.9821428571428569,1975.0,0.5,0.013457179156589288
358,Spawn (1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,spawn,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons (Michael Jai White) makes a pact with the devil to be resurrected to see his beloved wife Wanda (Theresa Randle). In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",5.0,19.833664,1997-07-31,,0.4107142857142857,1997.0,0.7682926829268304,0.3268764401031333
359,"Assignment, The (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"assignment, the",,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
360,Wonderland (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,wonderland,"On the afternoon of July 1, 1981, Los Angeles police responded to a distress call on Wonderland Avenue and discovered a grisly quadruple homicide. The police investigation that followed uncovered two versions of the events leading up to the brutal murders - both involving legendary porn actor John Holmes. You're about to experience both versions.",6.2,7.79068,2003-10-23,,0.6249999999999999,2003.0,0.8414634146341484,0.4842571238274769
361,Incognito (1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,incognito,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
362,Blues Brothers 2000 (1998),0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,blues brothers 2000,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
363,Sudden Death (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sudden death,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
364,Ace Ventura: When Nature Calls (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ace ventura: when nature calls,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",6.1,34.391792,1995-11-10,,0.6071428571428569,1995.0,0.7439024390243922,0.2341716911039632
365,Powder (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,powder,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
366,Dangerous Minds (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,dangerous minds,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
367,Clueless (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,clueless,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",6.9,16.051328,1995-07-19,,0.7499999999999999,1995.0,0.7439024390243922,0.3625123198813647
368,Bio-Dome (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bio-dome,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
369,Black Sheep (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,black sheep,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
370,Mary Reilly (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,mary reilly,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",5.7,6.067212,1996-02-23,,0.5357142857142857,1996.0,0.7560975609756113,0.5263670498652714
371,"Bridges of Madison County, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"bridges of madison county, the",,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
372,Jeffrey (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,jeffrey,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
373,Judge Dredd (1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,judge dredd,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
374,Mighty Morphin Power Rangers: The Movie (1995),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mighty morphin power rangers: the movie,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
375,Showgirls (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,showgirls,A young drifter named Nomi arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become a top showgirl.,4.9,14.513305,1995-09-22,,0.3928571428571429,1995.0,0.7439024390243922,0.37947657455274714
376,Houseguest (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,houseguest,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
377,Heavyweights (1994),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,heavyweights,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
378,Miracle on 34th Street (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,miracle on 34th street,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
379,Tales From the Crypt Presents: Demon Knight (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tales from the crypt presents: demon knight,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
380,Star Trek: Generations (1994),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,star trek: generations,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,6.4,14.779041,1994-11-17,,0.6607142857142857,1994.0,0.7317073170731696,0.3764207225023742
381,Muriel's Wedding (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,muriel's wedding,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"adventures of priscilla, queen of the desert, the",,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
383,"Flintstones, The (1994)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"flintstones, the",,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
384,Naked Gun 33 1/3: The Final Insult (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,naked gun 33 1/3: the final insult,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
385,True Lies (1994),0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,true lies,"Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them.",6.8,38.729418,1994-07-14,,0.7321428571428571,1994.0,0.7317073170731696,0.21416648123746032
386,Addams Family Values (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,addams family values,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
387,"Age of Innocence, The (1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"age of innocence, the",,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
388,Beverly Hills Cop III (1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,beverly hills cop iii,"Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.",5.5,20.333953,1994-05-24,,0.4999999999999999,1994.0,0.7317073170731696,0.32268086482415376
389,Black Beauty (1994),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,black beauty,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
390,Fear of a Black Hat (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,fear of a black hat,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
391,Last Action Hero (1993),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,last action hero,"Danny is obsessed with a fictional movie character action hero Jack Slater. When a magical ticket transports him into Jack's latest adventure, Danny finds himself in a world where movie magic and reality collide. Now it's up to Danny to save the life of his hero and new friend.",6.1,32.044191,1993-06-18,,0.6071428571428569,1993.0,0.7195121951219505,0.24607933814977387
392,"Man Without a Face, The (1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"man without a face, the",,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
393,Mrs. Doubtfire (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,mrs. doubtfire,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",7.0,30.884535,1993-11-24,,0.7678571428571427,1993.0,0.7195121951219505,0.2522873649352214
394,Radioland Murders (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,radioland murders,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
395,Robin Hood: Men in Tights (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,robin hood: men in tights,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
396,Serial Mom (1994),0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,serial mom,"A picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. The mom takes slights against her family very personally, and it turns out she is indeed the one harassing the neighbor. As other slights befall her beloved family, the body count begins to increase.",6.4,6.170139,1994-04-13,,0.6607142857142857,1994.0,0.7317073170731696,0.5235338559208572
397,Striking Distance (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,striking distance,,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
398,Super Mario Bros. (1993),0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,super mario bros.,"Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.",4.0,14.587367,1993-05-28,,0.2321428571428571,1993.0,0.7195121951219505,0.3786193047482178
399,"Three Musketeers, The (1993)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"three musketeers, the",,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
400,"Little Rascals, The (1994)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"little rascals, the",,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
401,"Brady Bunch Movie, The (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"brady bunch movie, the",,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
402,Ghost (1990),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,ghost,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.",6.9,41.967005,1990-07-12,,0.7499999999999999,1990.0,0.6829268292682933,0.20064499214244982
403,Batman (1989),0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,batman,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",7.0,44.104469,1989-06-23,,0.7678571428571427,1989.0,0.6707317073170742,0.19227831435464632
404,Pinocchio (1940),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pinocchio,"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket. From Stromboli's circus to Pleasure Island, Pinocchio is tested by many temptations, but slowly learns how to navigate right from wrong. With a few mishaps along the way, Geppetto's ""little woodenhead"" finally gets it right, proving that when you wish upon a star dreams really can come true!",6.9,46.007991,1940-02-23,,0.7499999999999999,1940.0,0.07317073170731803,0.18516188998762462
405,Mission: Impossible (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,mission: impossible,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",6.7,75.290998,1996-05-22,,0.7142857142857143,1996.0,0.7560975609756113,0.10220728164505918
406,Thinner (1996),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,thinner,"A fat Lawyer finds himself growing ""Thinner"" when an old gypsy man places a hex on him. Now the lawyer must call upon his friends in organized crime to help him persuade the gypsy to lift the curse. Time is running out for the desperate lawyer as he draws closer to his own death, and grows ever thinner.",5.5,7.866961,1996-10-25,,0.4999999999999999,1996.0,0.7560975609756113,0.48261608955845786
407,Spy Hard (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,spy hard,"The evil Gen. Rancor has his sights set on world domination, and only one man can stop him: Dick Steele, also known as Agent WD-40. Rancor needs to obtain a computer circuit for the missile that he is planning to fire, so Steele teams up with Veronique Ukrinsky, a KGB agent whose father designed the chip. Together they try to locate the evil mastermind's headquarters, where Veronique's father and several other hostages are being held.",4.9,11.238522,1996-05-24,,0.3928571428571429,1996.0,0.7560975609756113,0.4225447306939256
408,"Close Shave, A (1995)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"close shave, a",,6.6,18.1345355,,,0.6964285714285713,1995.0,0.7439024390243922,0.3419605804380085
